1,2,3,4,5,6,7,8
0.9865970625464495,0.9865970625464495,0.9865970625464495,0.9865970625464495,0.9865970625464495,0.9865970625464495,0.9865970625464495,0.9865970625464495,0.9865970625464495
0.9909324111658501,0.9909324111658501,0.9909324111658501,0.9909324111658501,0.9909324111658501,0.9909324111658501,0.9909324111658501,0.9909324111658501,0.9909324111658501
0.9841655837776538,0.9841655837776538,0.9841655837776538,0.9841655837776538,0.9841655837776538,0.9841655837776538,0.9841655837776538,0.9841655837776538,0.9841655837776538
0.9401212422348798,0.9401212422348798,0.9401212422348798,0.9401212422348798,0.9401212422348798,0.9401212422348798,0.9401212422348798,0.9401212422348798,0.9401212422348798
0.9710771030713414,0.9710771030713414,0.9710771030713414,0.9710771030713414,0.9710771030713414,0.9710771030713414,0.9710771030713414,0.9710771030713414,0.9710771030713414
0.963038462232355,0.963038462232355,0.963038462232355,0.963038462232355,0.963038462232355,0.963038462232355,0.963038462232355,0.963038462232355,0.963038462232355
0.9534983942168116,0.9534983942168116,0.9534983942168116,0.9534983942168116,0.9534983942168116,0.9534983942168116,0.9534983942168116,0.9534983942168116,0.9534983942168116
0.9694291079911919,0.9694291079911919,0.9694291079911919,0.9694291079911919,0.9694291079911919,0.9694291079911919,0.9694291079911919,0.9694291079911919,0.9694291079911919
0.9806379859787883,0.9806379859787883,0.9806379859787883,0.9806379859787883,0.9806379859787883,0.9806379859787883,0.9806379859787883,0.9806379859787883,0.9806379859787883
0.9776344995028287,0.9776344995028287,0.9776344995028287,0.9776344995028287,0.9776344995028287,0.9776344995028287,0.9776344995028287,0.9776344995028287,0.9776344995028287
0.9769344998021954,0.9769344998021954,0.9769344998021954,0.9769344998021954,0.9769344998021954,0.9769344998021954,0.9769344998021954,0.9769344998021954,0.9769344998021954
0.9389865761781069,0.9389865761781069,0.9389865761781069,0.9389865761781069,0.9389865761781069,0.9389865761781069,0.9389865761781069,0.9389865761781069,0.9389865761781069
0.9559943337468857,0.9559943337468857,0.9559943337468857,0.9559943337468857,0.9559943337468857,0.9559943337468857,0.9559943337468857,0.9559943337468857,0.9559943337468857
0.9939944327924662,0.9939944327924662,0.9939944327924662,0.9939944327924662,0.9939944327924662,0.9939944327924662,0.9939944327924662,0.9939944327924662,0.9939944327924662
0.9465394971794114,0.9465394971794114,0.9465394971794114,0.9465394971794114,0.9465394971794114,0.9465394971794114,0.9465394971794114,0.9465394971794114,0.9465394971794114
0.9694224032449195,0.9694224032449195,0.9694224032449195,0.9694224032449195,0.9694224032449195,0.9694224032449195,0.9694224032449195,0.9694224032449195,0.9694224032449195
0.9449452103962495,0.9449452103962495,0.9449452103962495,0.9449452103962495,0.9449452103962495,0.9449452103962495,0.9449452103962495,0.9449452103962495,0.9449452103962495
0.9583576087969871,0.9583576087969871,0.9583576087969871,0.9583576087969871,0.9583576087969871,0.9583576087969871,0.9583576087969871,0.9583576087969871,0.9583576087969871
0.9409717080517516,0.9409717080517516,0.9409717080517516,0.9409717080517516,0.9409717080517516,0.9409717080517516,0.9409717080517516,0.9409717080517516,0.9409717080517516
0.954487151071187,0.954487151071187,0.954487151071187,0.954487151071187,0.954487151071187,0.954487151071187,0.954487151071187,0.954487151071187,0.954487151071187
0.9752710364656456,0.9752710364656456,0.9752710364656456,0.9752710364656456,0.9752710364656456,0.9752710364656456,0.9752710364656456,0.9752710364656456,0.9752710364656456
0.955768752100893,0.955768752100893,0.955768752100893,0.955768752100893,0.955768752100893,0.955768752100893,0.955768752100893,0.955768752100893,0.955768752100893
0.9368408026230501,0.9368408026230501,0.9368408026230501,0.9368408026230501,0.9368408026230501,0.9368408026230501,0.9368408026230501,0.9368408026230501,0.9368408026230501
