1,2,3,4,5,6,7
0.9398723869045932,0.9398723869045932,0.9398723869045932,0.9398723869045932,0.9398723869045932,0.9398723869045932,0.9398723869045932
0.9689082057032642,0.9689082057032642,0.9689082057032642,0.9689082057032642,0.9689082057032642,0.9689082057032642,0.9689082057032642
0.9249552987392261,0.9249552987392261,0.9249552987392261,0.9249552987392261,0.9249552987392261,0.9249552987392261,0.9249552987392261
0.9950909791681873,0.9950909791681873,0.9950909791681873,0.9950909791681873,0.9950909791681873,0.9950909791681873,0.9950909791681873
0.964004393008561,0.964004393008561,0.964004393008561,0.964004393008561,0.964004393008561,0.964004393008561,0.964004393008561
0.9727626043657936,0.9727626043657936,0.9727626043657936,0.9727626043657936,0.9727626043657936,0.9727626043657936,0.9727626043657936
0.9390186993324475,0.9390186993324475,0.9390186993324475,0.9390186993324475,0.9390186993324475,0.9390186993324475,0.9390186993324475
0.9899387815601534,0.9899387815601534,0.9899387815601534,0.9899387815601534,0.9899387815601534,0.9899387815601534,0.9899387815601534
0.956953705091145,0.956953705091145,0.956953705091145,0.956953705091145,0.956953705091145,0.956953705091145,0.956953705091145
0.9224263178719887,0.9224263178719887,0.9224263178719887,0.9224263178719887,0.9224263178719887,0.9224263178719887,0.9224263178719887
0.9336427936946585,0.9336427936946585,0.9336427936946585,0.9336427936946585,0.9336427936946585,0.9336427936946585,0.9336427936946585
0.9242009940372565,0.9242009940372565,0.9242009940372565,0.9242009940372565,0.9242009940372565,0.9242009940372565,0.9242009940372565
0.9185710118012539,0.9185710118012539,0.9185710118012539,0.9185710118012539,0.9185710118012539,0.9185710118012539,0.9185710118012539
0.9435609619799054,0.9435609619799054,0.9435609619799054,0.9435609619799054,0.9435609619799054,0.9435609619799054,0.9435609619799054
0.9980107382109569,0.9980107382109569,0.9980107382109569,0.9980107382109569,0.9980107382109569,0.9980107382109569,0.9980107382109569
0.9784937241045238,0.9784937241045238,0.9784937241045238,0.9784937241045238,0.9784937241045238,0.9784937241045238,0.9784937241045238
0.9352654701909253,0.9352654701909253,0.9352654701909253,0.9352654701909253,0.9352654701909253,0.9352654701909253,0.9352654701909253
0.9724243094212079,0.9724243094212079,0.9724243094212079,0.9724243094212079,0.9724243094212079,0.9724243094212079,0.9724243094212079
0.9790537668863895,0.9790537668863895,0.9790537668863895,0.9790537668863895,0.9790537668863895,0.9790537668863895,0.9790537668863895
0.9843878135211582,0.9843878135211582,0.9843878135211582,0.9843878135211582,0.9843878135211582,0.9843878135211582,0.9843878135211582
0.9934312115302006,0.9934312115302006,0.9934312115302006,0.9934312115302006,0.9934312115302006,0.9934312115302006,0.9934312115302006
0.9723373262324922,0.9723373262324922,0.9723373262324922,0.9723373262324922,0.9723373262324922,0.9723373262324922,0.9723373262324922
0.9282033022528767,0.9282033022528767,0.9282033022528767,0.9282033022528767,0.9282033022528767,0.9282033022528767,0.9282033022528767
0.9729383989057839,0.9729383989057839,0.9729383989057839,0.9729383989057839,0.9729383989057839,0.9729383989057839,0.9729383989057839
0.9988863294505409,0.9988863294505409,0.9988863294505409,0.9988863294505409,0.9988863294505409,0.9988863294505409,0.9988863294505409
0.9305072682487137,0.9305072682487137,0.9305072682487137,0.9305072682487137,0.9305072682487137,0.9305072682487137,0.9305072682487137
0.9528913673684133,0.9528913673684133,0.9528913673684133,0.9528913673684133,0.9528913673684133,0.9528913673684133,0.9528913673684133
0.9255864037312733,0.9255864037312733,0.9255864037312733,0.9255864037312733,0.9255864037312733,0.9255864037312733,0.9255864037312733
0.917015824436665,0.917015824436665,0.917015824436665,0.917015824436665,0.917015824436665,0.917015824436665,0.917015824436665
0.9382661382360842,0.9382661382360842,0.9382661382360842,0.9382661382360842,0.9382661382360842,0.9382661382360842,0.9382661382360842
0.937263939645308,0.937263939645308,0.937263939645308,0.937263939645308,0.937263939645308,0.937263939645308,0.937263939645308
0.9690961664977624,0.9690961664977624,0.9690961664977624,0.9690961664977624,0.9690961664977624,0.9690961664977624,0.9690961664977624
0.9447677998847049,0.9447677998847049,0.9447677998847049,0.9447677998847049,0.9447677998847049,0.9447677998847049,0.9447677998847049
0.9301861492839537,0.9301861492839537,0.9301861492839537,0.9301861492839537,0.9301861492839537,0.9301861492839537,0.9301861492839537
0.9908371908242243,0.9908371908242243,0.9908371908242243,0.9908371908242243,0.9908371908242243,0.9908371908242243,0.9908371908242243
0.9261167737895439,0.9261167737895439,0.9261167737895439,0.9261167737895439,0.9261167737895439,0.9261167737895439,0.9261167737895439
0.9385824021165003,0.9385824021165003,0.9385824021165003,0.9385824021165003,0.9385824021165003,0.9385824021165003,0.9385824021165003
0.9703885042576489,0.9703885042576489,0.9703885042576489,0.9703885042576489,0.9703885042576489,0.9703885042576489,0.9703885042576489
0.9328832432000117,0.9328832432000117,0.9328832432000117,0.9328832432000117,0.9328832432000117,0.9328832432000117,0.9328832432000117
0.9429856642752122,0.9429856642752122,0.9429856642752122,0.9429856642752122,0.9429856642752122,0.9429856642752122,0.9429856642752122
0.9391336524276307,0.9391336524276307,0.9391336524276307,0.9391336524276307,0.9391336524276307,0.9391336524276307,0.9391336524276307
0.9901103868808866,0.9901103868808866,0.9901103868808866,0.9901103868808866,0.9901103868808866,0.9901103868808866,0.9901103868808866
0.9907906764555947,0.9907906764555947,0.9907906764555947,0.9907906764555947,0.9907906764555947,0.9907906764555947,0.9907906764555947
0.9523325914350758,0.9523325914350758,0.9523325914350758,0.9523325914350758,0.9523325914350758,0.9523325914350758,0.9523325914350758
0.9972640123371003,0.9972640123371003,0.9972640123371003,0.9972640123371003,0.9972640123371003,0.9972640123371003,0.9972640123371003
