1,2,3,4,5,6,7,8
0.9732278924255164,0.9732278924255164,0.9732278924255164,0.9732278924255164,0.9732278924255164,0.9732278924255164,0.9732278924255164,0.9732278924255164,0.9732278924255164
0.9772649756581283,0.9772649756581283,0.9772649756581283,0.9772649756581283,0.9772649756581283,0.9772649756581283,0.9772649756581283,0.9772649756581283,0.9772649756581283
0.9942926227753169,0.9942926227753169,0.9942926227753169,0.9942926227753169,0.9942926227753169,0.9942926227753169,0.9942926227753169,0.9942926227753169,0.9942926227753169
0.9713718113634668,0.9713718113634668,0.9713718113634668,0.9713718113634668,0.9713718113634668,0.9713718113634668,0.9713718113634668,0.9713718113634668,0.9713718113634668
0.9650334799923123,0.9650334799923123,0.9650334799923123,0.9650334799923123,0.9650334799923123,0.9650334799923123,0.9650334799923123,0.9650334799923123,0.9650334799923123
0.9814181792026565,0.9814181792026565,0.9814181792026565,0.9814181792026565,0.9814181792026565,0.9814181792026565,0.9814181792026565,0.9814181792026565,0.9814181792026565
0.9929621460747516,0.9929621460747516,0.9929621460747516,0.9929621460747516,0.9929621460747516,0.9929621460747516,0.9929621460747516,0.9929621460747516,0.9929621460747516
0.9683937675086063,0.9683937675086063,0.9683937675086063,0.9683937675086063,0.9683937675086063,0.9683937675086063,0.9683937675086063,0.9683937675086063,0.9683937675086063
0.977978738436075,0.977978738436075,0.977978738436075,0.977978738436075,0.977978738436075,0.977978738436075,0.977978738436075,0.977978738436075,0.977978738436075
0.9870563571944471,0.9870563571944471,0.9870563571944471,0.9870563571944471,0.9870563571944471,0.9870563571944471,0.9870563571944471,0.9870563571944471,0.9870563571944471
0.9810980540066723,0.9810980540066723,0.9810980540066723,0.9810980540066723,0.9810980540066723,0.9810980540066723,0.9810980540066723,0.9810980540066723,0.9810980540066723
0.9675320656777489,0.9675320656777489,0.9675320656777489,0.9675320656777489,0.9675320656777489,0.9675320656777489,0.9675320656777489,0.9675320656777489,0.9675320656777489
0.9957161646856323,0.9957161646856323,0.9957161646856323,0.9957161646856323,0.9957161646856323,0.9957161646856323,0.9957161646856323,0.9957161646856323,0.9957161646856323
0.9928206847834233,0.9928206847834233,0.9928206847834233,0.9928206847834233,0.9928206847834233,0.9928206847834233,0.9928206847834233,0.9928206847834233,0.9928206847834233
0.9624779412126937,0.9624779412126937,0.9624779412126937,0.9624779412126937,0.9624779412126937,0.9624779412126937,0.9624779412126937,0.9624779412126937,0.9624779412126937
0.9861747838348265,0.9861747838348265,0.9861747838348265,0.9861747838348265,0.9861747838348265,0.9861747838348265,0.9861747838348265,0.9861747838348265,0.9861747838348265
0.9790923566461947,0.9790923566461947,0.9790923566461947,0.9790923566461947,0.9790923566461947,0.9790923566461947,0.9790923566461947,0.9790923566461947,0.9790923566461947
0.9983530482970971,0.9983530482970971,0.9983530482970971,0.9983530482970971,0.9983530482970971,0.9983530482970971,0.9983530482970971,0.9983530482970971,0.9983530482970971
0.982906906456572,0.982906906456572,0.982906906456572,0.982906906456572,0.982906906456572,0.982906906456572,0.982906906456572,0.982906906456572,0.982906906456572
0.9699469276104972,0.9699469276104972,0.9699469276104972,0.9699469276104972,0.9699469276104972,0.9699469276104972,0.9699469276104972,0.9699469276104972,0.9699469276104972
0.971071960525989,0.971071960525989,0.971071960525989,0.971071960525989,0.971071960525989,0.971071960525989,0.971071960525989,0.971071960525989,0.971071960525989
0.970606068093451,0.970606068093451,0.970606068093451,0.970606068093451,0.970606068093451,0.970606068093451,0.970606068093451,0.970606068093451,0.970606068093451
0.9623535398161672,0.9623535398161672,0.9623535398161672,0.9623535398161672,0.9623535398161672,0.9623535398161672,0.9623535398161672,0.9623535398161672,0.9623535398161672
0.9937026549557688,0.9937026549557688,0.9937026549557688,0.9937026549557688,0.9937026549557688,0.9937026549557688,0.9937026549557688,0.9937026549557688,0.9937026549557688
0.9688451299498821,0.9688451299498821,0.9688451299498821,0.9688451299498821,0.9688451299498821,0.9688451299498821,0.9688451299498821,0.9688451299498821,0.9688451299498821
0.9742994448309799,0.9742994448309799,0.9742994448309799,0.9742994448309799,0.9742994448309799,0.9742994448309799,0.9742994448309799,0.9742994448309799,0.9742994448309799
0.9849102658048026,0.9849102658048026,0.9849102658048026,0.9849102658048026,0.9849102658048026,0.9849102658048026,0.9849102658048026,0.9849102658048026,0.9849102658048026
0.9713314747234197,0.9713314747234197,0.9713314747234197,0.9713314747234197,0.9713314747234197,0.9713314747234197,0.9713314747234197,0.9713314747234197,0.9713314747234197
0.9773807431371913,0.9773807431371913,0.9773807431371913,0.9773807431371913,0.9773807431371913,0.9773807431371913,0.9773807431371913,0.9773807431371913,0.9773807431371913
0.9961478714431542,0.9961478714431542,0.9961478714431542,0.9961478714431542,0.9961478714431542,0.9961478714431542,0.9961478714431542,0.9961478714431542,0.9961478714431542
0.9633861472635887,0.9633861472635887,0.9633861472635887,0.9633861472635887,0.9633861472635887,0.9633861472635887,0.9633861472635887,0.9633861472635887,0.9633861472635887
