1,2,3,4,5,6,7,8
0.9813623022472934,0.9813623022472934,0.9813623022472934,0.9813623022472934,0.9813623022472934,0.9813623022472934,0.9813623022472934,0.9813623022472934,0.9813623022472934
0.979564056312254,0.979564056312254,0.979564056312254,0.979564056312254,0.979564056312254,0.979564056312254,0.979564056312254,0.979564056312254,0.979564056312254
0.9844423638314246,0.9844423638314246,0.9844423638314246,0.9844423638314246,0.9844423638314246,0.9844423638314246,0.9844423638314246,0.9844423638314246,0.9844423638314246
0.9862236483308888,0.9862236483308888,0.9862236483308888,0.9862236483308888,0.9862236483308888,0.9862236483308888,0.9862236483308888,0.9862236483308888,0.9862236483308888
0.9873287533495756,0.9873287533495756,0.9873287533495756,0.9873287533495756,0.9873287533495756,0.9873287533495756,0.9873287533495756,0.9873287533495756,0.9873287533495756
0.9800584640330621,0.9800584640330621,0.9800584640330621,0.9800584640330621,0.9800584640330621,0.9800584640330621,0.9800584640330621,0.9800584640330621,0.9800584640330621
0.9714344172430814,0.9714344172430814,0.9714344172430814,0.9714344172430814,0.9714344172430814,0.9714344172430814,0.9714344172430814,0.9714344172430814,0.9714344172430814
0.9742895373751927,0.9742895373751927,0.9742895373751927,0.9742895373751927,0.9742895373751927,0.9742895373751927,0.9742895373751927,0.9742895373751927,0.9742895373751927
0.9837394368211188,0.9837394368211188,0.9837394368211188,0.9837394368211188,0.9837394368211188,0.9837394368211188,0.9837394368211188,0.9837394368211188,0.9837394368211188
0.9779104363105959,0.9779104363105959,0.9779104363105959,0.9779104363105959,0.9779104363105959,0.9779104363105959,0.9779104363105959,0.9779104363105959,0.9779104363105959
0.9966444562768723,0.9966444562768723,0.9966444562768723,0.9966444562768723,0.9966444562768723,0.9966444562768723,0.9966444562768723,0.9966444562768723,0.9966444562768723
0.9877457899257617,0.9877457899257617,0.9877457899257617,0.9877457899257617,0.9877457899257617,0.9877457899257617,0.9877457899257617,0.9877457899257617,0.9877457899257617
